ID;Dialektregion;WS;AgeGroup;Spalte2;Result;Annotation;Source
379;Ostmittelbairisch;49;jung;_DR_0S;„Die Bauan hod'n fünf Ochs'n und neun Küah und zwölfe Schaf'n vor’s Dorf bracht, de woll'n se verkauf’n.“;n;Synthetic
380;Ostmittelbairisch;49;jung;_1S;De Buaern haddn fünf Ochs’n und neun Kühe und zwölv Schaf’n vor’s Dorf bracht, die wolltn sie verkauf’n.;n;Synthetic
381;Ostmittelbairisch;49;jung;_DR_1S;Die Bauern henn fünf Ochs'n und neig Küah und zwoaf Schäfchen vor's Dorf bracht, die wüdn sie verkaufen.;chen;Synthetic
382;Ostmittelbairisch;49;jung;_FS;Die Bauern hert fünfe Ochs und neie Kühe und zwoa Schafl vor des Dorf bracht, die wölltn sie verkafn.;(e)l;Synthetic
383;Ostmittelbairisch;49;jung;_DR_FS;Die Bauern ham fünf Ochs und neun Küah und zwölfe Schafn vor’s Dorf bracht, die woin’s verkaufen.;n;Synthetic
384;Bairisch-Alemannisch;23;alt;_0S;„Hinter unser’m Haus stehn drei schöne Apfelbäumle mit roten Äpfeln.“;le;Synthetic
385;Bairisch-Alemannisch;23;alt;_0S;„Hinter unser’m Haus stehn drei schöne Apfelbäumle mit roten Äpfeln.“;0;Synthetic
386;Bairisch-Alemannisch;23;alt;_DR_0S;"In meinem Dialekt würde der Satz etwa so klingen:

""Hinter unser’m Haus steh’n drei scheene Apfelbäumchen mit roten Äpfelchen.""";chen;Synthetic
387;Bairisch-Alemannisch;23;alt;_DR_0S;"In meinem Dialekt würde der Satz etwa so klingen:

""Hinter unser’m Haus steh’n drei scheene Apfelbäumchen mit roten Äpfelchen.""";chen;Synthetic
388;Bairisch-Alemannisch;23;alt;_1S;Hinder unsrem Haus stehn drei scheene Apfelbäumli mit rotn Äpfelchen.;li;Synthetic
389;Bairisch-Alemannisch;23;alt;_1S;Hinder unsrem Haus stehn drei scheene Apfelbäumli mit rotn Äpfelchen.;chen;Synthetic
390;Bairisch-Alemannisch;23;alt;_DR_1S;Hinter unserm Haus stoa drei schene Apfelbäumli mit rotn Äpfelchn.;li;Synthetic
391;Bairisch-Alemannisch;23;alt;_DR_1S;Hinter unserm Haus stoa drei schene Apfelbäumli mit rotn Äpfelchn.;chen;Synthetic
392;Bairisch-Alemannisch;23;alt;_FS;Hinter unser’m Haus steh’n drei schene Apfelbäumle mit rotn Äpfle.;le;Synthetic
393;Bairisch-Alemannisch;23;alt;_FS;Hinter unser’m Haus steh’n drei schene Apfelbäumle mit rotn Äpfle.;le;Synthetic
394;Bairisch-Alemannisch;23;alt;_DR_FS;Hinta unserm Haus steha drei schene Apfelbäumle mit rotn Äpfelchen.;le;Synthetic
395;Bairisch-Alemannisch;23;alt;_DR_FS;Hinta unserm Haus steha drei schene Apfelbäumle mit rotn Äpfelchen.;chen;Synthetic
396;Bairisch-Alemannisch;23;jung;_0S;In meinem Dialekt könnte das so klingen: „Hinter unserm Haus stehn drei schöne Apfelbäumle mit rotn Äpfelchen.“;le;Synthetic
397;Bairisch-Alemannisch;23;jung;_0S;In meinem Dialekt könnte das so klingen: „Hinter unserm Haus stehn drei schöne Apfelbäumle mit rotn Äpfelchen.“;chen;Synthetic
398;Bairisch-Alemannisch;23;jung;_DR_0S;"In meinem Dialekt würde das so klingen:

„Hinter unser’m Haus stehn drei schöne Apfelbäumchen mit roten Äpfelchen.“";chen;Synthetic
399;Bairisch-Alemannisch;23;jung;_DR_0S;"In meinem Dialekt würde das so klingen:

„Hinter unser’m Haus stehn drei schöne Apfelbäumchen mit roten Äpfelchen.“";chen;Synthetic
400;Bairisch-Alemannisch;23;jung;_1S;Hinter unsrem Haus stehn drei schöne Apfelbäumchen mit rotn Äpfelchen.;chen;Synthetic
401;Bairisch-Alemannisch;23;jung;_1S;Hinter unsrem Haus stehn drei schöne Apfelbäumchen mit rotn Äpfelchen.;chen;Synthetic
402;Bairisch-Alemannisch;23;jung;_DR_1S;Hinter unserm Haus stehn drei scheene Apfelbäumchen mit rotn Äpfelchen.;chen;Synthetic
403;Bairisch-Alemannisch;23;jung;_DR_1S;Hinter unserm Haus stehn drei scheene Apfelbäumchen mit rotn Äpfelchen.;chen;Synthetic
404;Bairisch-Alemannisch;23;jung;_FS;Hinter unserm Hous steh drei schöne Apfelbäumle mit rotn Äpfel.;le;Synthetic
405;Bairisch-Alemannisch;23;jung;_FS;Hinter unserm Hous steh drei schöne Apfelbäumle mit rotn Äpfel.;0;Synthetic
406;Bairisch-Alemannisch;23;jung;_DR_FS;Hinter unserm Haus stoa drei scheene Apfelbäumla mit roote Äpfla.;la;Synthetic
407;Bairisch-Alemannisch;23;jung;_DR_FS;Hinter unserm Haus stoa drei scheene Apfelbäumla mit roote Äpfla.;la;Synthetic
408;Bairisch-Alemannisch;24;alt;_0S;"Sicher! Im Tiroler Dialekt könnte der Satz so klingen:

„Könnt's net no a Momentli auf uns wart'n, dann geh'n ma mit euch.“";IRR;Synthetic
409;Bairisch-Alemannisch;24;alt;_DR_0S;"Natürlich! Im Dialekt aus Tarrenz könnte der Satz so klingen:

„Könnt’s net no a Augenblickli auf uns wart’n, dann geh’n ma mit euch.“";li;Synthetic
410;Bairisch-Alemannisch;24;alt;_1S;Könds ihr ned no a Aug'nblickl auf uns wart'n, dann gehn wir mit eich.;(e)l;Synthetic
411;Bairisch-Alemannisch;24;alt;_DR_1S;"Natürlich! Hier ist die Übersetzung in meinen Dialekt:

„Könnt’s net no a Aug’nblickl auf uns wart’n, dann gehn ma mit eich.“";(e)l;Synthetic
412;Bairisch-Alemannisch;24;alt;_FS;Könnts ihr net no a Augnblikkla auf uns warta, dann gehn ma mit eich.;la;Synthetic
413;Bairisch-Alemannisch;24;alt;_DR_FS;Könnt's ihr ned no a aug'n Blickchen auf uns wart'n, dann gehn ma mit eich.;chen;Synthetic
414;Bairisch-Alemannisch;24;jung;_0S;Na, könnts ihr net noch a Zeitl auf uns wartn, dann gehn ma mit eich.;IRR;Synthetic
415;Bairisch-Alemannisch;24;jung;_DR_0S;Könnts ihr net no a Aug'nblickl auf uns wart'n, dann geh'n ma mit eich.;(e)l;Synthetic
416;Bairisch-Alemannisch;24;jung;_1S;Könnts ihr net noch a Augnbligg auf uns warta, dann gehn ma mit eich.;0;Synthetic
417;Bairisch-Alemannisch;24;jung;_DR_1S;"Satz: Könnt ihr nicht noch ein Augenblickchen auf uns warten, dann gehn wir mit euch.

Übersetzung: Kinnat ihr net noch a Augnblig auf uns wartn, dann gehn ma mit eich.";0;Synthetic
418;Bairisch-Alemannisch;24;jung;_FS;Könnts a noch a Augenblickchen auf uns warta, dann gehma mit eich.;chen;Synthetic
419;Bairisch-Alemannisch;24;jung;_DR_FS;Könnts ihr ned no a augenblickla auf uns wartn, dann gang ma mit eich.;la;Synthetic
420;Bairisch-Alemannisch;28;alt;_0S;Na, i versteh eich net, ihr müßt a bissl lauter red'n.;(e)l;Synthetic
421;Bairisch-Alemannisch;28;alt;_DR_0S;"Klar, das klingt in meinem Dialekt so: ""I versteh eich ned, ihr müsst a bisserl lauter red'n.""";erl;Synthetic
422;Bairisch-Alemannisch;28;alt;_1S;"Satz: Ich verstehe euch nicht, ihr müßt ein bißchen lauter sprechen.

Übersetzung: I versteh eich net, ihr miasst a bisserl lauter sprecha.";erl;Synthetic
423;Bairisch-Alemannisch;28;alt;_DR_1S;"Klar! Der Satz würde in meinem Dialekt so klingen:

""I versteh eich net, ihr miasst a bissl lauter red'n.""";(e)l;Synthetic
424;Bairisch-Alemannisch;28;alt;_FS;I versteh eich net, ihr miasst a bisserl lauter sprecha.;erl;Synthetic
425;Bairisch-Alemannisch;28;alt;_DR_FS;I verstea eich net, ihr mueßt a bissl lauter schwadna.;(e)l;Synthetic
426;Bairisch-Alemannisch;28;jung;_0S;Klar! Im Dialekt aus Tarrenz würde das so klingen: „I versteh euch ned, ihr müsst a bisserl lauter red’n.“;erl;Synthetic
427;Bairisch-Alemannisch;28;jung;_DR_0S;„I versteh eich net, ihr müsst a bissl lauter red'n.“;(e)l;Synthetic
428;Bairisch-Alemannisch;28;jung;_1S;I versteh eich ned, i muass a bisserl lauter redn.;erl;Synthetic
429;Bairisch-Alemannisch;28;jung;_DR_1S;"Klar! Im Dialekt würd der Satz so klingen:

""Ich versteh eich ned, eich müßt a bisserl lauter red'n.""";erl;Synthetic
430;Bairisch-Alemannisch;28;jung;_FS;I versteh eich net, ihr müsst a bissl lauter redn.;(e)l;Synthetic
431;Bairisch-Alemannisch;28;jung;_DR_FS;I versteh eich ned, ihr miasst a bisserl lauter red'n.;erl;Synthetic
432;Bairisch-Alemannisch;29;alt;_0S;„Habts ihr ka Stück weiße Seif für mi auf mein Tischtl gefunden?“;0;Synthetic
433;Bairisch-Alemannisch;29;alt;_DR_0S;Na, habts ihr ned a Stückl weiße Seif für mi auf meim Tisch gefunden?;(e)l;Synthetic
434;Bairisch-Alemannisch;29;alt;_1S;"Satz: Habt ihr kein Stückchen weiße Seife für mich auf meinem Tische gefunden?

Übersetzung: Habts ihr koa Stückl weiße Seife für mi auf meim Tüchel gfunda?";(e)l;Synthetic
435;Bairisch-Alemannisch;29;alt;_DR_1S;"Kloar, i kann's für di übersetzen. Der Satz in meinem Dialekt lautet:

„Hobts ihr koa Stückl weiße Seif für mi auf meinm Tisch gfundn?“";(e)l;Synthetic
436;Bairisch-Alemannisch;29;alt;_FS;Habbt ihr koin Stückl weiße Seif für mi auf meinem Tische gfundn?;(e)l;Synthetic
437;Bairisch-Alemannisch;29;alt;_DR_FS;Hobts ihr ka Stückl waisse Seif für mi auf meim Tisch gfundn?;(e)l;Synthetic
438;Bairisch-Alemannisch;29;jung;_0S;"In meinem Dialekt aus Tarrenz könnte das so klingen: ""Habts ihr koa Stückli weiße Seif für mi auf meinem Tisch gfundn?""";li;Synthetic
439;Bairisch-Alemannisch;29;jung;_DR_0S;"""Habts ihr koa Stückl weiße Seif für mi auf meim Tisch gfundn?""";(e)l;Synthetic
440;Bairisch-Alemannisch;29;jung;_1S;Hobts ihr ka Stückl weiße Seif für mi auf mein Tis finda?;(e)l;Synthetic
441;Bairisch-Alemannisch;29;jung;_DR_1S;Kint’s kei Stückl weiße Seif für mi auf’m Tisch gfundn?;(e)l;Synthetic
442;Bairisch-Alemannisch;29;jung;_FS;Hobs ihr koa Stückl waisse Seife für mi auf meim Tisch gfundn?;(e)l;Synthetic
443;Bairisch-Alemannisch;29;jung;_DR_FS;Habt ihr koa Stück weiße Seif für mi auf meinm Tisch gfundn?;0;Synthetic
444;Bairisch-Alemannisch;33;alt;_0S;In meinem Dialekt würde der Satz etwa so klingen: „Was hockat do für Vögelcher ob'n auf'm Mäuerchen?“;cher;Synthetic
445;Bairisch-Alemannisch;33;alt;_0S;In meinem Dialekt würde der Satz etwa so klingen: „Was hockat do für Vögelcher ob'n auf'm Mäuerchen?“;chen;Synthetic
446;Bairisch-Alemannisch;33;alt;_DR_0S;„Was san des für Vögelein, die do oben auf'm Mäuerle sitz'n?“;lein;Synthetic
447;Bairisch-Alemannisch;33;alt;_DR_0S;„Was san des für Vögelein, die do oben auf'm Mäuerle sitz'n?“;le;Synthetic
448;Bairisch-Alemannisch;33;alt;_1S;Da sitzn a paar Vögelcher ob'n aufm Mäuerchen.;cher;Synthetic
449;Bairisch-Alemannisch;33;alt;_1S;Da sitzn a paar Vögelcher ob'n aufm Mäuerchen.;chen;Synthetic
450;Bairisch-Alemannisch;33;alt;_DR_1S;Da sitzen de Vögelcher oben auf’m Mäuerle?;cher;Synthetic
451;Bairisch-Alemannisch;33;alt;_DR_1S;Da sitzen de Vögelcher oben auf’m Mäuerle?;le;Synthetic
452;Bairisch-Alemannisch;33;alt;_FS;Was sitza do für Vöglecher ob’n auf’m Mäuerle?;cher;Synthetic
453;Bairisch-Alemannisch;33;alt;_FS;Was sitza do für Vöglecher ob’n auf’m Mäuerle?;le;Synthetic
454;Bairisch-Alemannisch;33;alt;_DR_FS;Was sitza do für Vöglcherl ob'n auf’m Mauerle?;cherl;Synthetic
455;Bairisch-Alemannisch;33;alt;_DR_FS;Was sitza do für Vöglcherl ob'n auf’m Mauerle?;le;Synthetic
456;Bairisch-Alemannisch;33;jung;_0S;In meinem Dialekt aus Tarrenz würde das ungefähr so klingen: „Was san do für Vögele oben aufm Mäuerle?“;le;Synthetic
457;Bairisch-Alemannisch;33;jung;_0S;In meinem Dialekt aus Tarrenz würde das ungefähr so klingen: „Was san do für Vögele oben aufm Mäuerle?“;le;Synthetic
458;Bairisch-Alemannisch;33;jung;_DR_0S;"Klar, im Dialekt von Tarrenz würde das so klingen:

„Was sitzen denn da für Vögelchen oben auf'm Mäuerle?“";chen;Synthetic
459;Bairisch-Alemannisch;33;jung;_DR_0S;"Klar, im Dialekt von Tarrenz würde das so klingen:

„Was sitzen denn da für Vögelchen oben auf'm Mäuerle?“";le;Synthetic
460;Bairisch-Alemannisch;33;jung;_1S;"Satz: Was sitzen da für Vögelchen oben auf dem Mäuerchen?

Übersetzung: Was sitz da für Vögelei oben aufm Mauerle?";lein;Synthetic
461;Bairisch-Alemannisch;33;jung;_1S;"Satz: Was sitzen da für Vögelchen oben auf dem Mäuerchen?

Übersetzung: Was sitz da für Vögelei oben aufm Mauerle?";le;Synthetic
462;Bairisch-Alemannisch;33;jung;_DR_1S;Was sitz'n do für Vögelchen obe auf’m Mäuerle?;cher;Synthetic
463;Bairisch-Alemannisch;33;jung;_DR_1S;Was sitz'n do für Vögelchen obe auf’m Mäuerle?;chen;Synthetic
464;Bairisch-Alemannisch;33;jung;_FS;Was sitzen do für Vögelcher ob'n auf’m Mäuerchen?;le;Synthetic
465;Bairisch-Alemannisch;33;jung;_FS;Was sitzen do für Vögelcher ob'n auf’m Mäuerchen?;le;Synthetic
466;Bairisch-Alemannisch;33;jung;_DR_FS;Was sitz'n do für Vögle oben auf'm Mauerle?;le;Synthetic
467;Bairisch-Alemannisch;33;jung;_DR_FS;Was sitz'n do für Vögle oben auf'm Mauerle?;le;Synthetic
468;Bairisch-Alemannisch;49;alt;_0S;"In meinem Dialekt würde das ungefähr so klingen:

„Die Baur’n hätt’n fünf Ochsen und neun Kühe und zwölf Schäfchen vor’s Dorf bracht, die woll’n sie verkaffen.“";chen;Synthetic
469;Bairisch-Alemannisch;49;alt;_DR_0S;"Klar! Hier wäre der Satz auf einem bairisch-alemannischen Dialekt:

„Die Bauern ham fünf Ochs und neun Küah und zwölfe Schaf vor’s Dorf bracht, die woll’n se verkaufen.“";0;Synthetic
470;Bairisch-Alemannisch;49;alt;_1S;"Gern! Hier ist die Übersetzung in den Dialekt:

„De Bauern henn fünf Ochs und neun Küah und zwoelf Schafle vor s' Dorf bracht, die wolltn se verkaufen.“";le;Synthetic
471;Bairisch-Alemannisch;49;alt;_DR_1S;Die Baua hätt'n fünfe Ochsa und neun Kühe und zwölfe Schäfla vor's Dorf bracht, die wüll'n sie verkauf'n.;la;Synthetic
472;Bairisch-Alemannisch;49;alt;_FS;Die Bauern henn füf Ochs'n und neich Küah und zwölf Schäfchen vor's Dorf bracht, die wölltn se verkafo.;chen;Synthetic
473;Bairisch-Alemannisch;49;alt;_DR_FS;Die Bauer henn fünf Ochs'n und neih Küah und zwölfe Schafle vor's Dorf bringa, die wöll'n s' verkaffa.;le;Synthetic
474;Bairisch-Alemannisch;49;jung;_0S;"Klar! Im Tiroler Dialekt würde das so klingen:

„Die Bauern haben fünf Ochsen und neun Kühe und zwölf Schaferl vor’s Dorf gebracht, die wollten sie verkaufen.“";erl;Synthetic
475;Bairisch-Alemannisch;49;jung;_DR_0S;"In meinem Dialekt würde das so klingen: 

„Die Baua hätt’n fünf Ochs und neun Küah und zwölf Schaf vor d’Dorf bracht, die wöll’n se verkauf’n.“";0;Synthetic
476;Bairisch-Alemannisch;49;jung;_1S;Die Bauern hätt’n fünf Ochs’n und neine Küah und zwölfe Schaf’n vor’s Dorf bracht, die wöll’n sie verkaufen.;n;Synthetic
477;Bairisch-Alemannisch;49;jung;_DR_1S;Die Bauan hom fünf Ochs und neun Kühe und zwoa Zwergl vor's Dorf bracht, die wollt'n se verkauf'n.;IRR;Synthetic
478;Bairisch-Alemannisch;49;jung;_FS;Die Bauern hätt'n fünf Ochs'n und neun Küah und zwölfe Schafle vor's Dorf bracht, die wollt'n se verkaufen.;le;Synthetic
479;Bairisch-Alemannisch;49;jung;_DR_FS;D' Baua hom fünf Ochs und neia Kühe und zwöaf Schafle vor's Dorf bracht, die woin's verkaffa.;le;Synthetic
480;Alemannisch;23;alt;_0S;Hinter ünserem Huus stion drei schiane Öpfelbömli mit roate Öpfli.;li;Synthetic
481;Alemannisch;23;alt;_0S;Hinter ünserem Huus stion drei schiane Öpfelbömli mit roate Öpfli.;li;Synthetic
482;Alemannisch;23;alt;_DR_0S;Hinter üsarem Huus stoh drei schöni Öpfelbömli mit rote Öpfel.;li;Synthetic
483;Alemannisch;23;alt;_DR_0S;Hinter üsarem Huus stoh drei schöni Öpfelbömli mit rote Öpfel.;li;Synthetic
484;Alemannisch;23;alt;_1S;Hintar unserm Hus stiat drei schöna Apfelbömle mit rote Äpfle.;le;Synthetic
485;Alemannisch;23;alt;_1S;Hintar unserm Hus stiat drei schöna Apfelbömle mit rote Äpfle.;0;Synthetic
486;Alemannisch;23;alt;_DR_1S;Hintar unzrem Huus stöhnd drei schöni Öpfelböimle mit rote Öpfelkle.;le;Synthetic
487;Alemannisch;23;alt;_DR_1S;Hintar unzrem Huus stöhnd drei schöni Öpfelböimle mit rote Öpfelkle.;le;Synthetic
488;Alemannisch;23;alt;_FS;hintar unserm huscht stöhnd drei schöna apflbömle mit roata apflechle.;le;Synthetic
489;Alemannisch;23;alt;_FS;hintar unserm huscht stöhnd drei schöna apflbömle mit roata apflechle.;echle;Synthetic
490;Alemannisch;23;alt;_DR_FS;Hintar üsaram Huus stoh drei schöni Öpflebömle mit röta Öpfle.;le;Synthetic
491;Alemannisch;23;alt;_DR_FS;Hintar üsaram Huus stoh drei schöni Öpflebömle mit röta Öpfle.;le;Synthetic
492;Alemannisch;23;jung;_0S;Hinter üsrem Huus stöt drei schöane Öpfelbömle mit rôte Öpfle.;le;Synthetic
493;Alemannisch;23;jung;_0S;Hinter üsrem Huus stöt drei schöane Öpfelbömle mit rôte Öpfle.;le;Synthetic
494;Alemannisch;23;jung;_DR_0S;Hinter üsrem Huus stönd drei schöni Öpfelbömli mit rote Öpfel.;li;Synthetic
495;Alemannisch;23;jung;_DR_0S;Hinter üsrem Huus stönd drei schöni Öpfelbömli mit rote Öpfel.;0;Synthetic
496;Alemannisch;23;jung;_1S;Hintar ünsaram Hüsle stian drei schiane Öpfelbömle mit roata Öpfel.;le;Synthetic
497;Alemannisch;23;jung;_1S;Hintar ünsaram Hüsle stian drei schiane Öpfelbömle mit roata Öpfel.;0;Synthetic
498;Alemannisch;23;jung;_DR_1S;Hinder unserm Huus stoa drei schöne Apfelbäumle mit rotn Äpfelchen.;le;Synthetic
499;Alemannisch;23;jung;_DR_1S;Hinder unserm Huus stoa drei schöne Apfelbäumle mit rotn Äpfelchen.;chen;Synthetic
500;Alemannisch;23;jung;_FS;Hinta unserm husch stoht drei schöna apfelbömle mit roata apfle.;le;Synthetic
501;Alemannisch;23;jung;_FS;Hinta unserm husch stoht drei schöna apfelbömle mit roata apfle.;chen;Synthetic
502;Alemannisch;23;jung;_DR_FS;Hinter unserm Huus steha drei schöne Apfelbäumla mit roote Äpfla.;la;Synthetic
503;Alemannisch;23;jung;_DR_FS;Hinter unserm Huus steha drei schöne Apfelbäumla mit roote Äpfla.;la;Synthetic
504;Alemannisch;24;alt;_0S;"Im Raggaler Dialekt könnte man das so übersetzen:

„Könnt ihr net no a Momentle auf uns warten, dann ganga mir mit eich.“";IRR;Synthetic
505;Alemannisch;24;alt;_DR_0S;Könntet ihr net no es Augenzwickli uf üs wartä, dann göng ma mit eich.;li;Synthetic
506;Alemannisch;24;alt;_1S;Könnt ihr ned no a Augenblick auf uns wart'n, dann gang'n mir mit eich.;0;Synthetic
507;Alemannisch;24;alt;_DR_1S;Könnts ihr ned no e Augäblickchen uf uns wartä, denn ganga mir mit eich.;chen;Synthetic
508;Alemannisch;24;alt;_FS;Könnts a noch a Augnblickchen auf üs wartä, denn gehn mir mit eich.;chen;Synthetic
509;Alemannisch;24;alt;_DR_FS;Könd ihr nüd no a Auga-Blickla uf uns wartä, denn gehn mir mit öich.;la;Synthetic
510;Alemannisch;24;jung;_0S;Könnt's nitt a bissle auf uns warten, dann gehn wir mit euch.;IRR;Synthetic
511;Alemannisch;24;jung;_DR_0S;"Natürlich! Auf Raggal-Alemannisch könnte das so klingen: 

„Könnt ihr net no a Auga-Blickle uf uns wartä, denn gehn mir mit eich.“";le;Synthetic
512;Alemannisch;24;jung;_1S;S_kriea net no a Auga blika auf üs warta, denn gea mir mit eich.;a;Synthetic
513;Alemannisch;24;jung;_DR_1S;Könnt's ihr nöd no e Augäbliggle auf üs wartä, denn göh mir mit euch.;le;Synthetic
514;Alemannisch;24;jung;_FS;Könnt's ihr ned noch a Augenblickchen auf uns wart'n, denn ganga mir mit eich.;chen;Synthetic
515;Alemannisch;24;jung;_DR_FS;Könnt ihr ned no a Augablick auf uns wartä, denn gang ma mit eich.;0;Synthetic
516;Alemannisch;28;alt;_0S;"In Raggal, einem Ort in Vorarlberg, würde der Satz wahrscheinlich so klingen:

""Ich versteh euch ned, ihr müsst a bissle lauter red'n.""";le;Synthetic
517;Alemannisch;28;alt;_DR_0S;"Natürlich! Im Alemannischen Dialekt aus Raggal könnte man sagen:

""Ich verstoh eich net, ihr müsst a bissle lauter redä.""";le;Synthetic
518;Alemannisch;28;alt;_1S;"Klar, hier ist die Übersetzung in den Dialekt von Raggal:

""Ich versteh euch ned, ihr miasst a bissl lauter reda.""";(e)l;Synthetic
519;Alemannisch;28;alt;_DR_1S;Ich versteh euch net, ihr müsst a bissle lauter schwätze.;le;Synthetic
520;Alemannisch;28;alt;_FS;Ich versteh eich ned, ihr müaß a bisserl lauta redn.;erl;Synthetic
521;Alemannisch;28;alt;_DR_FS;I versteha eich nöd, ihr mösst a bissle lauter reda.;le;Synthetic
522;Alemannisch;28;jung;_0S;„I verstoh euch net, ihr müsst a bissle lauter redn.“;le;Synthetic
523;Alemannisch;28;jung;_DR_0S;„I versteh euch nöd, ihr müsst a bissle lauter redä.“;le;Synthetic
524;Alemannisch;28;jung;_1S;„I versteh eich net, eich müass a bisserl lauter redn.“;erl;Synthetic
525;Alemannisch;28;jung;_DR_1S;I versteh eich ned, ihr müßt a bissl lauter redä.;(e)l;Synthetic
526;Alemannisch;28;jung;_FS;Ich versteh eich net, ihr müsst a bissle lauter red’n.;le;Synthetic
527;Alemannisch;28;jung;_DR_FS;Ich versteh eich net, ihr müass a bissle lauter reda.;le;Synthetic
528;Alemannisch;29;alt;_0S;Hond ihr ka kluars Stückle weißi Seife uf meim Tisch gfunda?;le;Synthetic
529;Alemannisch;29;alt;_DR_0S;"In meinem Dialekt würde der Satz ungefähr so klingen:

""Häts ihr kei Stückle weiße Seif für mi auf mim Tisch gfunde?""";le;Synthetic
530;Alemannisch;29;alt;_1S;S_habt ir koin Stückle weiße Seif für mi auf meim Tische gfunde?;le;Synthetic
531;Alemannisch;29;alt;_DR_1S;S'henkt ihr koa Stückli wäissi Seif für mi uf meinem Tisch gfunda?;li;Synthetic
532;Alemannisch;29;alt;_FS;Habt's ihr koan Stückli weiße Seif für mi auf mein'm Tische gfunda?;li;Synthetic
533;Alemannisch;29;alt;_DR_FS;Hobts kei Stück weiße Seif für mi uf mim Tisch gfunde?;0;Synthetic
534;Alemannisch;29;jung;_0S;Hoscht koin klains Stiackl weiße Seife für mi uf meim Tisch gfunda?;(e)l;Synthetic
535;Alemannisch;29;jung;_DR_0S;He, hät dir kei Stuckli wiassi Seifa für mi uf mim Tisch gfunna?;li;Synthetic
536;Alemannisch;29;jung;_1S;Hebet's ka schbätzli weiße seifa für mi uf am tisch gfundn?;IRR;Synthetic
537;Alemannisch;29;jung;_DR_1S;Händ ihr kei Stückle weißi Seafa für mi uf minem Tisch gfunda?;le;Synthetic
538;Alemannisch;29;jung;_FS;händ ihr kains stickli wiassa seifa uf minam tisch gfunda?;li;Synthetic
539;Alemannisch;29;jung;_DR_FS;hond ihr koin stickli wiassa seifa für mi uf minam tischa gfunda?;li;Synthetic
540;Alemannisch;33;alt;_0S;In meinem Dialekt aus Raggal könnte das so klingen: „Was saß'n denn da für Vögelcher oben auf'm Mäuerle?“;cher;Synthetic
541;Alemannisch;33;alt;_0S;In meinem Dialekt aus Raggal könnte das so klingen: „Was saß'n denn da für Vögelcher oben auf'm Mäuerle?“;le;Synthetic
542;Alemannisch;33;alt;_DR_0S;"In Raggal, einem Alemannischen Dialekt, könnte das so klingen:

„Was sitzet denn do für Vögelcher obä ufem Mäuerle?“";cher;Synthetic
543;Alemannisch;33;alt;_DR_0S;"In Raggal, einem Alemannischen Dialekt, könnte das so klingen:

„Was sitzet denn do für Vögelcher obä ufem Mäuerle?“";le;Synthetic
544;Alemannisch;33;alt;_1S;"Satz: Was sitzen da für Vögelchen oben auf dem Mäuerchen?

Übersetzung: Was sitzad do für Vögelcher ob’n auf’m Mäuerla?";cher;Synthetic
545;Alemannisch;33;alt;_1S;"Satz: Was sitzen da für Vögelchen oben auf dem Mäuerchen?

Übersetzung: Was sitzad do für Vögelcher ob’n auf’m Mäuerla?";la;Synthetic
546;Alemannisch;33;alt;_DR_1S;"Satz: Was sitzen da für Vögelchen oben auf dem Mäuerchen?

Übersetzung: Was sitza da für Vögl oba auf’m Mäuerle?";0;Synthetic
547;Alemannisch;33;alt;_DR_1S;"Satz: Was sitzen da für Vögelchen oben auf dem Mäuerchen?

Übersetzung: Was sitza da für Vögl oba auf’m Mäuerle?";le;Synthetic
548;Alemannisch;33;alt;_FS;Was sizzet do für Vögle oben uf’m Mauerle?;le;Synthetic
549;Alemannisch;33;alt;_FS;Was sizzet do für Vögle oben uf’m Mauerle?;le;Synthetic
550;Alemannisch;33;alt;_DR_FS;Was sitza do für Vögla obaa uf em Mäuerli?;la;Synthetic
551;Alemannisch;33;alt;_DR_FS;Was sitza do für Vögla obaa uf em Mäuerli?;li;Synthetic
552;Alemannisch;33;jung;_0S;In meinem Dialekt aus Raggal könnte das etwa so klingen: „Was hocka da für Vögelchen ob’n auf’m Mäuerli?“;chen;Synthetic
553;Alemannisch;33;jung;_0S;In meinem Dialekt aus Raggal könnte das etwa so klingen: „Was hocka da für Vögelchen ob’n auf’m Mäuerli?“;li;Synthetic
554;Alemannisch;33;jung;_DR_0S;In Raggal würde das so klingen: „Was sitzen do für Vögelche oben uf em Mäuerle?“;che;Synthetic
555;Alemannisch;33;jung;_DR_0S;In Raggal würde das so klingen: „Was sitzen do für Vögelche oben uf em Mäuerle?“;le;Synthetic
556;Alemannisch;33;jung;_1S;Sitzat do für Vögelchn oben auf’m Mäuerla?;chen;Synthetic
557;Alemannisch;33;jung;_1S;Sitzat do für Vögelchn oben auf’m Mäuerla?;la;Synthetic
558;Alemannisch;33;jung;_DR_1S;Was sitza do für Vögelcher oba auf’m Mäuerle?;cher;Synthetic
559;Alemannisch;33;jung;_DR_1S;Was sitza do für Vögelcher oba auf’m Mäuerle?;le;Synthetic
560;Alemannisch;33;jung;_FS;Was sitza do fia Vögl oben auf’m Mäuerla?;0;Synthetic
561;Alemannisch;33;jung;_FS;Was sitza do fia Vögl oben auf’m Mäuerla?;la;Synthetic
562;Alemannisch;33;jung;_DR_FS;Was sitza do für Vögle oben uf’m Mäuerle?;le;Synthetic
563;Alemannisch;33;jung;_DR_FS;Was sitza do für Vögle oben uf’m Mäuerle?;le;Synthetic
